index,time_s,channel,value
716,0.03580000,CH3,-1.3213807704
717,0.03585000,CH3,-1.5292410101
718,0.03590000,CH3,-1.5964087396
719,0.03595000,CH3,-1.0567661351
720,0.03600000,CH3,-0.0327255556
721,0.03605000,CH3,1.0151322249
722,0.03610000,CH3,1.5552744249
723,0.03615000,CH3,1.5842339927
724,0.03620000,CH3,1.3526283473
725,0.03625000,CH3,1.1460556629
726,0.03630000,CH3,1.0914610629
727,0.03635000,CH3,0.8747723202
728,0.03640000,CH3,0.5470239875
729,0.03645000,CH3,0.2805217157
730,0.03650000,CH3,-0.0062515630
731,0.03655000,CH3,-0.2196668129
732,0.03660000,CH3,-0.5902208621
733,0.03665000,CH3,-0.8739815541
734,0.03670000,CH3,-1.0538535617
735,0.03675000,CH3,-1.2022484991
736,0.03680000,CH3,-1.3515759409
737,0.03685000,CH3,-1.5921810559
738,0.03690000,CH3,-1.5896077257
739,0.03695000,CH3,-0.9782476127
740,0.03700000,CH3,-0.0193080729
741,0.03705000,CH3,0.9756625134
742,0.03710000,CH3,1.5845583327
743,0.03715000,CH3,1.5878851324
744,0.03720000,CH3,1.3454788067
745,0.03725000,CH3,1.1333567349
746,0.03730000,CH3,0.9682912327
747,0.03735000,CH3,0.8683455384
748,0.03740000,CH3,0.5700066804
749,0.03745000,CH3,0.2314664581
750,0.03750000,CH3,-0.0295690401
751,0.03755000,CH3,-0.2114389801
752,0.03760000,CH3,-0.5817872493
753,0.03765000,CH3,-0.8269301002
754,0.03770000,CH3,-1.0336469474
755,0.03775000,CH3,-1.1883344567
756,0.03780000,CH3,-1.3570267035
757,0.03785000,CH3,-1.5242780807
758,0.03790000,CH3,-1.5511391931
759,0.03795000,CH3,-1.0006144798
760,0.03800000,CH3,0.0605022719
761,0.03805000,CH3,1.0022097582
762,0.03810000,CH3,1.6158339689
763,0.03815000,CH3,1.5714134195
764,0.03820000,CH3,1.3089482392
765,0.03825000,CH3,1.1588220486
766,0.03830000,CH3,1.0560167259
767,0.03835000,CH3,0.8414148045
768,0.03840000,CH3,0.5602956369
769,0.03845000,CH3,0.2165792691
770,0.03850000,CH3,0.0064434825
771,0.03855000,CH3,-0.2143150518
772,0.03860000,CH3,-0.5495038948
773,0.03865000,CH3,-0.8333556096
774,0.03870000,CH3,-1.0459664523
775,0.03875000,CH3,-1.1621621008
776,0.03880000,CH3,-1.3142644946
777,0.03885000,CH3,-1.6065543114
778,0.03890000,CH3,-1.5897808945
779,0.03895000,CH3,-0.9952481051
780,0.03900000,CH3,0.0033587598
781,0.03905000,CH3,1.0355166958
782,0.03910000,CH3,1.5731715155
783,0.03915000,CH3,1.5503737887
784,0.03920000,CH3,1.3998361066
785,0.03925000,CH3,1.1139604610
786,0.03930000,CH3,1.0239908773
787,0.03935000,CH3,0.8558058011
788,0.03940000,CH3,0.5112682936
789,0.03945000,CH3,0.2312484866
790,0.03950000,CH3,-0.0046570197
791,0.03955000,CH3,-0.2067438711
792,0.03960000,CH3,-0.5998748450
793,0.03965000,CH3,-0.8563001836
794,0.03970000,CH3,-0.9903105796
795,0.03975000,CH3,-1.1858586487
796,0.03980000,CH3,-1.3358338499
797,0.03985000,CH3,-1.5660353793
798,0.03990000,CH3,-1.5014801274
799,0.03995000,CH3,-1.0417164329
800,0.04000000,CH3,0.0040915447
801,0.04005000,CH3,0.9891434695
802,0.04010000,CH3,1.5170343171
803,0.04015000,CH3,1.5921308297
804,0.04020000,CH3,1.3439547598
805,0.04025000,CH3,1.1479019773
806,0.04030000,CH3,1.0396681171
807,0.04035000,CH3,0.8381595216
808,0.04040000,CH3,0.5488111864
809,0.04045000,CH3,0.2580966863
810,0.04050000,CH3,-0.0255769328
811,0.04055000,CH3,-0.2516016642
812,0.04060000,CH3,-0.4934270992
813,0.04065000,CH3,-0.8457527099
814,0.04070000,CH3,-1.0290819040
815,0.04075000,CH3,-1.1408398966
816,0.04080000,CH3,-1.3095458438
817,0.04085000,CH3,-1.6136988067
818,0.04090000,CH3,-1.6311758721
819,0.04095000,CH3,-0.9982069280
820,0.04100000,CH3,-0.0280619036
821,0.04105000,CH3,0.9685449225
822,0.04110000,CH3,1.5134594793
823,0.04115000,CH3,1.5888975461
824,0.04120000,CH3,1.2713407461
825,0.04125000,CH3,1.1353654228
826,0.04130000,CH3,1.0711775474
827,0.04135000,CH3,0.8034399893
828,0.04140000,CH3,0.5613031298
829,0.04145000,CH3,0.2193465165
830,0.04150000,CH3,-0.0199824738
831,0.04155000,CH3,-0.2624991363
832,0.04160000,CH3,-0.5455274576
833,0.04165000,CH3,-0.8494206872
834,0.04170000,CH3,-1.1102681966
835,0.04175000,CH3,-1.2021643076
836,0.04180000,CH3,-1.3465703472
837,0.04185000,CH3,-1.6152232841
838,0.04190000,CH3,-1.5481381737
839,0.04195000,CH3,-1.0518538625
840,0.04200000,CH3,0.0142639246
841,0.04205000,CH3,1.0521479388
842,0.04210000,CH3,1.5817603018
843,0.04215000,CH3,1.5682020852
844,0.04220000,CH3,1.3030560828
845,0.04225000,CH3,1.1265016180
846,0.04230000,CH3,1.0591696778
847,0.04235000,CH3,0.8037405632
848,0.04240000,CH3,0.5674795277
849,0.04245000,CH3,0.2340296884
850,0.04250000,CH3,-0.0010579367
851,0.04255000,CH3,-0.2266067666
852,0.04260000,CH3,-0.5898224303
853,0.04265000,CH3,-0.8193566362
854,0.04270000,CH3,-0.9886450300
855,0.04275000,CH3,-1.1879129015
856,0.04280000,CH3,-1.3426516285
857,0.04285000,CH3,-1.5142687099
858,0.04290000,CH3,-1.5719668164
859,0.04295000,CH3,-1.0351782649
860,0.04300000,CH3,0.0054781879
861,0.04305000,CH3,1.0416758639
862,0.04310000,CH3,1.6041464509
863,0.04315000,CH3,1.5513989909
864,0.04320000,CH3,1.3600857474
865,0.04325000,CH3,1.1538364468
866,0.04330000,CH3,1.0113043933
867,0.04335000,CH3,0.8917915014
868,0.04340000,CH3,0.5376777938
869,0.04345000,CH3,0.2577984282
870,0.04350000,CH3,-0.0137679823
871,0.04355000,CH3,-0.2570683681
872,0.04360000,CH3,-0.6343275464
873,0.04365000,CH3,-0.8355606704
874,0.04370000,CH3,-0.9987570162
875,0.04375000,CH3,-1.1810292948
876,0.04380000,CH3,-1.3439094694
877,0.04385000,CH3,-1.5980787031
878,0.04390000,CH3,-1.5384350736
879,0.04395000,CH3,-1.0087308006
880,0.04400000,CH3,-0.0016292430
881,0.04405000,CH3,1.0113229125
882,0.04410000,CH3,1.5977991061
883,0.04415000,CH3,1.5706181704
884,0.04420000,CH3,1.3224114272
885,0.04425000,CH3,1.1256163932
886,0.04430000,CH3,1.0641332412
887,0.04435000,CH3,0.8494718675
888,0.04440000,CH3,0.5312656350
889,0.04445000,CH3,0.2607204695
890,0.04450000,CH3,-0.0340288391
891,0.04455000,CH3,-0.3117720851
892,0.04460000,CH3,-0.5541829997
893,0.04465000,CH3,-0.9057450692
894,0.04470000,CH3,-1.0536253441
895,0.04475000,CH3,-1.1539320216
896,0.04480000,CH3,-1.3213567277
897,0.04485000,CH3,-1.6171523661
898,0.04490000,CH3,-1.5653044933
899,0.04495000,CH3,-0.9596672437
900,0.04500000,CH3,-0.0312558926
901,0.04505000,CH3,1.0106916391
902,0.04510000,CH3,1.5654353080
903,0.04515000,CH3,1.5644119033
904,0.04520000,CH3,1.3110041344
905,0.04525000,CH3,1.1619003664
906,0.04530000,CH3,1.0798996774
907,0.04535000,CH3,0.8668833345
908,0.04540000,CH3,0.5767878353
909,0.04545000,CH3,0.2721084076
910,0.04550000,CH3,-0.0628159611
911,0.04555000,CH3,-0.2166582872
912,0.04560000,CH3,-0.5367341636
913,0.04565000,CH3,-0.8544173986
914,0.04570000,CH3,-0.9987415808
915,0.04575000,CH3,-1.1592506758
916,0.04580000,CH3,-1.3062495416
917,0.04585000,CH3,-1.5762970967
918,0.04590000,CH3,-1.5623474451
919,0.04595000,CH3,-1.0175879637
920,0.04600000,CH3,-0.0263182907
921,0.04605000,CH3,0.9823418284
922,0.04610000,CH3,1.5412918071
923,0.04615000,CH3,1.6309063745
924,0.04620000,CH3,1.3367790727
925,0.04625000,CH3,1.1375299512
926,0.04630000,CH3,0.9921456541
927,0.04635000,CH3,0.8174414601
928,0.04640000,CH3,0.5987646266
929,0.04645000,CH3,0.2715510535
930,0.04650000,CH3,0.0057924807
931,0.04655000,CH3,-0.2882535965
932,0.04660000,CH3,-0.5706897448
933,0.04665000,CH3,-0.8723084848
934,0.04670000,CH3,-1.0418376587
935,0.04675000,CH3,-1.1825949459
936,0.04680000,CH3,-1.2755179404
937,0.04685000,CH3,-1.5936349376
938,0.04690000,CH3,-1.5972192421
939,0.04695000,CH3,-1.0261096128
940,0.04700000,CH3,-0.0487303152
941,0.04705000,CH3,1.0235416333
942,0.04710000,CH3,1.5615739866
943,0.04715000,CH3,1.5532913025
944,0.04720000,CH3,1.3519428787
945,0.04725000,CH3,1.1755769920
946,0.04730000,CH3,1.0778458056
947,0.04735000,CH3,0.8460822697
948,0.04740000,CH3,0.5218765827
949,0.04745000,CH3,0.2864730996
950,0.04750000,CH3,0.0390759917
951,0.04755000,CH3,-0.2208372593
952,0.04760000,CH3,-0.5584603521
953,0.04765000,CH3,-0.8325962746
954,0.04770000,CH3,-1.0709301470
955,0.04775000,CH3,-1.1035467449
956,0.04780000,CH3,-1.3584273368
957,0.04785000,CH3,-1.5601445080
958,0.04790000,CH3,-1.5108264528
959,0.04795000,CH3,-1.0300545332
960,0.04800000,CH3,-0.0216613106
961,0.04805000,CH3,0.9791402041
962,0.04810000,CH3,1.5258103667
963,0.04815000,CH3,1.5153106748
964,0.04820000,CH3,1.2674087913
965,0.04825000,CH3,1.1513742543
966,0.04830000,CH3,1.0300897893
967,0.04835000,CH3,0.7795816544
968,0.04840000,CH3,0.4921335342
969,0.04845000,CH3,0.2662555735
970,0.04850000,CH3,-0.0197549885
971,0.04855000,CH3,-0.2794146169
972,0.04860000,CH3,-0.5775525120
973,0.04865000,CH3,-0.8286513273
974,0.04870000,CH3,-1.0276186797
975,0.04875000,CH3,-1.1597636723
976,0.04880000,CH3,-1.3568487623
977,0.04885000,CH3,-1.5660094691
978,0.04890000,CH3,-1.5365643996
979,0.04895000,CH3,-0.9829775346
980,0.04900000,CH3,0.0243143686
981,0.04905000,CH3,1.0806081874
982,0.04910000,CH3,1.5854142723
983,0.04915000,CH3,1.5749393702
984,0.04920000,CH3,1.2814587392
985,0.04925000,CH3,1.1279461940
986,0.04930000,CH3,1.0320185054
987,0.04935000,CH3,0.8616075353
988,0.04940000,CH3,0.4982844311
989,0.04945000,CH3,0.3206039266
990,0.04950000,CH3,0.0121566103
991,0.04955000,CH3,-0.2482051387
992,0.04960000,CH3,-0.5807366717
993,0.04965000,CH3,-0.8331567474
994,0.04970000,CH3,-0.9730570871
995,0.04975000,CH3,-1.1669925640
996,0.04980000,CH3,-1.3579509099
997,0.04985000,CH3,-1.5812043078
998,0.04990000,CH3,-1.5181636952
999,0.04995000,CH3,-0.9312412166
1000,0.05000000,CH3,-0.0138541282
1001,0.05005000,CH3,1.0115791139
1002,0.05010000,CH3,1.5849195126
1003,0.05015000,CH3,1.5603223547
1004,0.05020000,CH3,1.3275924703
1005,0.05025000,CH3,1.1239711983
1006,0.05030000,CH3,1.0216916531
1007,0.05035000,CH3,0.8638125900
1008,0.05040000,CH3,0.4902908726
1009,0.05045000,CH3,0.2573045283
1010,0.05050000,CH3,0.0398600162
1011,0.05055000,CH3,-0.2633448656
1012,0.05060000,CH3,-0.5746090128
1013,0.05065000,CH3,-0.7797691917
1014,0.05070000,CH3,-1.0367210658
1015,0.05075000,CH3,-1.1290611271
1016,0.05080000,CH3,-1.3260514871
1017,0.05085000,CH3,-1.5181212440
1018,0.05090000,CH3,-1.5610906877
1019,0.05095000,CH3,-0.9751319894
1020,0.05100000,CH3,-0.0015673863
1021,0.05105000,CH3,1.0193689993
1022,0.05110000,CH3,1.4918125986
1023,0.05115000,CH3,1.5665190574
1024,0.05120000,CH3,1.2999908892
1025,0.05125000,CH3,1.1410870253
1026,0.05130000,CH3,1.0628787554
1027,0.05135000,CH3,0.8927140014
1028,0.05140000,CH3,0.5362610053
1029,0.05145000,CH3,0.2537134677
1030,0.05150000,CH3,-0.0551208802
1031,0.05155000,CH3,-0.2837845004
1032,0.05160000,CH3,-0.6069295946
1033,0.05165000,CH3,-0.8905043222
1034,0.05170000,CH3,-0.9814365214
1035,0.05175000,CH3,-1.1693566051
1036,0.05180000,CH3,-1.3292679504
1037,0.05185000,CH3,-1.5836902074
1038,0.05190000,CH3,-1.5259298003
1039,0.05195000,CH3,-1.0443949626
1040,0.05200000,CH3,-0.0309719100
1041,0.05205000,CH3,1.0282440319
1042,0.05210000,CH3,1.5486110521
1043,0.05215000,CH3,1.5146022524
1044,0.05220000,CH3,1.3278706847
1045,0.05225000,CH3,1.1111895335
1046,0.05230000,CH3,1.0296833078
1047,0.05235000,CH3,0.8846493695
1048,0.05240000,CH3,0.5452843533
1049,0.05245000,CH3,0.2731294388
1050,0.05250000,CH3,0.0191804396
1051,0.05255000,CH3,-0.2860505394
1052,0.05260000,CH3,-0.5989396954
1053,0.05265000,CH3,-0.8659676334
1054,0.05270000,CH3,-1.0030257061
1055,0.05275000,CH3,-1.1464641915
1056,0.05280000,CH3,-1.3801643148
1057,0.05285000,CH3,-1.5754635389
1058,0.05290000,CH3,-1.5729856562
1059,0.05295000,CH3,-0.9920510250
1060,0.05300000,CH3,-0.0011304132
1061,0.05305000,CH3,1.0130412162
1062,0.05310000,CH3,1.5610927072
1063,0.05315000,CH3,1.5568156528
1064,0.05320000,CH3,1.3684978215
1065,0.05325000,CH3,1.1731618161
1066,0.05330000,CH3,1.0897373570
1067,0.05335000,CH3,0.8156116359
1068,0.05340000,CH3,0.5870229196
1069,0.05345000,CH3,0.2412375776
1070,0.05350000,CH3,-0.0368042146
1071,0.05355000,CH3,-0.2630555125
1072,0.05360000,CH3,-0.5641570667
1073,0.05365000,CH3,-0.8449891549
1074,0.05370000,CH3,-1.0281256555
1075,0.05375000,CH3,-1.1070204261
1076,0.05380000,CH3,-1.2776037520
1077,0.05385000,CH3,-1.5664973720
1078,0.05390000,CH3,-1.5872308441
1079,0.05395000,CH3,-1.0396036984
1080,0.05400000,CH3,-0.0274230193
1081,0.05405000,CH3,1.0277029881
1082,0.05410000,CH3,1.5324226170
1083,0.05415000,CH3,1.6066583599
1084,0.05420000,CH3,1.3512616716
1085,0.05425000,CH3,1.2110890850
1086,0.05430000,CH3,1.0181813349
1087,0.05435000,CH3,0.8360095270
1088,0.05440000,CH3,0.5418562191
1089,0.05445000,CH3,0.2780207240
1090,0.05450000,CH3,-0.0234526725
1091,0.05455000,CH3,-0.2610364993
1092,0.05460000,CH3,-0.5358760181
1093,0.05465000,CH3,-0.8850756139
1094,0.05470000,CH3,-1.0337830704
1095,0.05475000,CH3,-1.1568763255
1096,0.05480000,CH3,-1.3079164981
1097,0.05485000,CH3,-1.5341637877
1098,0.05490000,CH3,-1.5357365848
1099,0.05495000,CH3,-1.0230839411
1100,0.05500000,CH3,-0.0040648748
1101,0.05505000,CH3,1.0197797520
1102,0.05510000,CH3,1.5725709813
1103,0.05515000,CH3,1.5853543553
1104,0.05520000,CH3,1.2649655426
1105,0.05525000,CH3,1.1754259888
1106,0.05530000,CH3,1.0450244822
1107,0.05535000,CH3,0.8314045496
1108,0.05540000,CH3,0.5419733840
1109,0.05545000,CH3,0.3194428772
1110,0.05550000,CH3,-0.0102926080
1111,0.05555000,CH3,-0.2685757276
1112,0.05560000,CH3,-0.6165186195
1113,0.05565000,CH3,-0.8651748791
1114,0.05570000,CH3,-1.0685242226
1115,0.05575000,CH3,-1.1623683695
1116,0.05580000,CH3,-1.3743354033
1117,0.05585000,CH3,-1.5184422897
1118,0.05590000,CH3,-1.5501039559
1119,0.05595000,CH3,-0.9837282495
1120,0.05600000,CH3,0.0238501508
1121,0.05605000,CH3,1.0066551654
1122,0.05610000,CH3,1.5443957391
1123,0.05615000,CH3,1.5508311976
1124,0.05620000,CH3,1.3183809740
1125,0.05625000,CH3,1.1405028921
1126,0.05630000,CH3,1.0128481687
1127,0.05635000,CH3,0.8561712039
1128,0.05640000,CH3,0.5335258371
1129,0.05645000,CH3,0.2388166243
1130,0.05650000,CH3,-0.0047224856
1131,0.05655000,CH3,-0.2823103786
1132,0.05660000,CH3,-0.5695058122
1133,0.05665000,CH3,-0.8077284237
1134,0.05670000,CH3,-0.9907734692
1135,0.05675000,CH3,-1.1498217697
1136,0.05680000,CH3,-1.3422876823
1137,0.05685000,CH3,-1.5617873418
1138,0.05690000,CH3,-1.4832874600
1139,0.05695000,CH3,-1.0894809431
1140,0.05700000,CH3,0.0329996808
1141,0.05705000,CH3,0.9850162452
1142,0.05710000,CH3,1.5963656012
1143,0.05715000,CH3,1.4949256046
1144,0.05720000,CH3,1.3383707429
1145,0.05725000,CH3,1.1518398010
1146,0.05730000,CH3,1.0567291917
1147,0.05735000,CH3,0.8530886518
1148,0.05740000,CH3,0.5662837416
1149,0.05745000,CH3,0.2700619548
1150,0.05750000,CH3,0.0398211076
1151,0.05755000,CH3,-0.2053941019
1152,0.05760000,CH3,-0.5736856535
1153,0.05765000,CH3,-0.8121442942
1154,0.05770000,CH3,-1.0300144518
1155,0.05775000,CH3,-1.1234187551
1156,0.05780000,CH3,-1.3749195138
1157,0.05785000,CH3,-1.5740488597
1158,0.05790000,CH3,-1.5593446671
1159,0.05795000,CH3,-1.0528501538
1160,0.05800000,CH3,0.0187365656
1161,0.05805000,CH3,1.0135289936
1162,0.05810000,CH3,1.5705501079
1163,0.05815000,CH3,1.5241774723
1164,0.05820000,CH3,1.3297415108
1165,0.05825000,CH3,1.1686879816
1166,0.05830000,CH3,1.0071058311
1167,0.05835000,CH3,0.8730249782
1168,0.05840000,CH3,0.5969846353
1169,0.05845000,CH3,0.2814983411
1170,0.05850000,CH3,0.0240706055
1171,0.05855000,CH3,-0.2935669308
1172,0.05860000,CH3,-0.5815558420
1173,0.05865000,CH3,-0.8755086014
1174,0.05870000,CH3,-1.0170142949
1175,0.05875000,CH3,-1.1579318240
1176,0.05880000,CH3,-1.3308537439
1177,0.05885000,CH3,-1.5735339873
1178,0.05890000,CH3,-1.5374195888
1179,0.05895000,CH3,-1.0504066242
1180,0.05900000,CH3,-0.0139296282
1181,0.05905000,CH3,1.0079348986
1182,0.05910000,CH3,1.5931690878
1183,0.05915000,CH3,1.5555402478
1184,0.05920000,CH3,1.3175412251
1185,0.05925000,CH3,1.1365098275
1186,0.05930000,CH3,1.0777887706
1187,0.05935000,CH3,0.8529721110
1188,0.05940000,CH3,0.5356848425
1189,0.05945000,CH3,0.2522216940
1190,0.05950000,CH3,0.0029963512
1191,0.05955000,CH3,-0.2112321286
1192,0.05960000,CH3,-0.5778776469
1193,0.05965000,CH3,-0.8329403119
1194,0.05970000,CH3,-0.9881275888
1195,0.05975000,CH3,-1.1077519091
1196,0.05980000,CH3,-1.3462772050
1197,0.05985000,CH3,-1.5639948226
1198,0.05990000,CH3,-1.5568122682
1199,0.05995000,CH3,-0.9985168744
1200,0.06000000,CH3,0.0370550870
1201,0.06005000,CH3,1.0396946312
1202,0.06010000,CH3,1.5176387448
1203,0.06015000,CH3,1.5499172884
1204,0.06020000,CH3,1.4025427970
1205,0.06025000,CH3,1.0945332183
1206,0.06030000,CH3,1.0392267173
1207,0.06035000,CH3,0.8653400442
1208,0.06040000,CH3,0.6169834634
1209,0.06045000,CH3,0.2602497509
1210,0.06050000,CH3,-0.0344695179
1211,0.06055000,CH3,-0.2633376789
1212,0.06060000,CH3,-0.6075148449
1213,0.06065000,CH3,-0.8347969232
1214,0.06070000,CH3,-1.0498564355
1215,0.06075000,CH3,-1.1931850680
1216,0.06080000,CH3,-1.3265329721
1217,0.06085000,CH3,-1.5871005750
1218,0.06090000,CH3,-1.5872064732
1219,0.06095000,CH3,-1.0162765998
1220,0.06100000,CH3,0.0334261657
1221,0.06105000,CH3,1.0023236750
1222,0.06110000,CH3,1.6005739815
1223,0.06115000,CH3,1.5305678998
1224,0.06120000,CH3,1.3431820122
1225,0.06125000,CH3,1.1606487052
1226,0.06130000,CH3,1.0690310950
1227,0.06135000,CH3,0.8568106656
1228,0.06140000,CH3,0.5023093762
1229,0.06145000,CH3,0.2371052219
1230,0.06150000,CH3,0.0361043829
1231,0.06155000,CH3,-0.2665430966
1232,0.06160000,CH3,-0.5691496046
1233,0.06165000,CH3,-0.8816516105
1234,0.06170000,CH3,-1.0030392367
1235,0.06175000,CH3,-1.1155429616
1236,0.06180000,CH3,-1.3530741339
1237,0.06185000,CH3,-1.6101266820
1238,0.06190000,CH3,-1.5132847792
1239,0.06195000,CH3,-1.0844280275
1240,0.06200000,CH3,0.0153904179
1241,0.06205000,CH3,1.0142949835
1242,0.06210000,CH3,1.5365928565
1243,0.06215000,CH3,1.5507082159
1244,0.06220000,CH3,1.3117716468
1245,0.06225000,CH3,1.1020422649
1246,0.06230000,CH3,1.0539675839
1247,0.06235000,CH3,0.8815840118
1248,0.06240000,CH3,0.5661316622
1249,0.06245000,CH3,0.2311330351
1250,0.06250000,CH3,0.0356388023
1251,0.06255000,CH3,-0.2628054491
1252,0.06260000,CH3,-0.5866819404
1253,0.06265000,CH3,-0.7984795344
1254,0.06270000,CH3,-1.0063885994
1255,0.06275000,CH3,-1.1037529618
1256,0.06280000,CH3,-1.2788853333
1257,0.06285000,CH3,-1.6233771631
1258,0.06290000,CH3,-1.5772003816
1259,0.06295000,CH3,-1.0358918763
1260,0.06300000,CH3,-0.0713861199
1261,0.06305000,CH3,0.9756171781
1262,0.06310000,CH3,1.5583235533
1263,0.06315000,CH3,1.5660986824
1264,0.06320000,CH3,1.3912549399
1265,0.06325000,CH3,1.1750934310
1266,0.06330000,CH3,1.0095247101
1267,0.06335000,CH3,0.8589397620
1268,0.06340000,CH3,0.5748082713
1269,0.06345000,CH3,0.2587710002
1270,0.06350000,CH3,0.0027489196
1271,0.06355000,CH3,-0.2098096636
1272,0.06360000,CH3,-0.6165351587
1273,0.06365000,CH3,-0.8210091563
1274,0.06370000,CH3,-1.0752744353
1275,0.06375000,CH3,-1.1428823657
1276,0.06380000,CH3,-1.2878049751
1277,0.06385000,CH3,-1.5913342649
1278,0.06390000,CH3,-1.5902445353
1279,0.06395000,CH3,-1.0151456526
1280,0.06400000,CH3,0.0153981476
1281,0.06405000,CH3,1.0045856876
1282,0.06410000,CH3,1.5689605935
1283,0.06415000,CH3,1.4893651306
1284,0.06420000,CH3,1.3085379283
1285,0.06425000,CH3,1.1528713768
1286,0.06430000,CH3,1.0598877929
1287,0.06435000,CH3,0.8719721059
1288,0.06440000,CH3,0.5456356365
1289,0.06445000,CH3,0.2596329235
1290,0.06450000,CH3,0.0302576032
1291,0.06455000,CH3,-0.1723425615
1292,0.06460000,CH3,-0.5797754429
1293,0.06465000,CH3,-0.8525784751
1294,0.06470000,CH3,-1.0296501953
1295,0.06475000,CH3,-1.1878739966
1296,0.06480000,CH3,-1.3291988612
1297,0.06485000,CH3,-1.5476772020
1298,0.06490000,CH3,-1.5623157111
1299,0.06495000,CH3,-1.0316300896
1300,0.06500000,CH3,-0.0149295108
1301,0.06505000,CH3,1.0302229857
1302,0.06510000,CH3,1.5005851215
1303,0.06515000,CH3,1.5138025471
1304,0.06520000,CH3,1.3102258591
1305,0.06525000,CH3,1.1826216679
1306,0.06530000,CH3,1.0215738564
1307,0.06535000,CH3,0.8309756877
1308,0.06540000,CH3,0.5772971773
1309,0.06545000,CH3,0.2326870686
1310,0.06550000,CH3,-0.0133156400
1311,0.06555000,CH3,-0.2448653253
1312,0.06560000,CH3,-0.5565164231
1313,0.06565000,CH3,-0.8645284024
1314,0.06570000,CH3,-1.0104617036
1315,0.06575000,CH3,-1.1386369698
1316,0.06580000,CH3,-1.3010808962
1317,0.06585000,CH3,-1.5362637525
1318,0.06590000,CH3,-1.5379878841
1319,0.06595000,CH3,-1.0329027584
1320,0.06600000,CH3,-0.0694921754
1321,0.06605000,CH3,1.0300020666
1322,0.06610000,CH3,1.6299882360
1323,0.06615000,CH3,1.5939449625
1324,0.06620000,CH3,1.2906658052
1325,0.06625000,CH3,1.1374188237
1326,0.06630000,CH3,0.9841864265
1327,0.06635000,CH3,0.8208636443
1328,0.06640000,CH3,0.5918855941
1329,0.06645000,CH3,0.2417217220
1330,0.06650000,CH3,0.0025427727
1331,0.06655000,CH3,-0.2792698372
1332,0.06660000,CH3,-0.5730859162
1333,0.06665000,CH3,-0.8533879080
1334,0.06670000,CH3,-1.0010804900
1335,0.06675000,CH3,-1.1418221869
1336,0.06680000,CH3,-1.3536790912
1337,0.06685000,CH3,-1.5413692598
1338,0.06690000,CH3,-1.5728174815
1339,0.06695000,CH3,-0.9990174107
1340,0.06700000,CH3,0.0263939534
1341,0.06705000,CH3,1.0614480102
1342,0.06710000,CH3,1.5809778509
1343,0.06715000,CH3,1.5386367662
1344,0.06720000,CH3,1.3373716156
1345,0.06725000,CH3,1.1410743339
1346,0.06730000,CH3,1.0607115024
1347,0.06735000,CH3,0.8419707465
1348,0.06740000,CH3,0.5973702685
1349,0.06745000,CH3,0.2784183850
1350,0.06750000,CH3,0.0311572044
1351,0.06755000,CH3,-0.2248573456
1352,0.06760000,CH3,-0.5463199831
1353,0.06765000,CH3,-0.8623116225
1354,0.06770000,CH3,-1.0178662865
1355,0.06775000,CH3,-1.1433074627
1356,0.06780000,CH3,-1.3113491246
1357,0.06785000,CH3,-1.6121106830
1358,0.06790000,CH3,-1.5463062774
1359,0.06795000,CH3,-1.0128640412
1360,0.06800000,CH3,0.0110517372
1361,0.06805000,CH3,1.0349651654
1362,0.06810000,CH3,1.5668020533
1363,0.06815000,CH3,1.6119188411
1364,0.06820000,CH3,1.3236817284
1365,0.06825000,CH3,1.1629848264
1366,0.06830000,CH3,1.0545744480
1367,0.06835000,CH3,0.8027109490
1368,0.06840000,CH3,0.5191338915
1369,0.06845000,CH3,0.2675111269
1370,0.06850000,CH3,0.0065210879
1371,0.06855000,CH3,-0.2538681531
1372,0.06860000,CH3,-0.6474721751
1373,0.06865000,CH3,-0.8379450693
1374,0.06870000,CH3,-1.0434962794
1375,0.06875000,CH3,-1.1283320855
1376,0.06880000,CH3,-1.3596664858
1377,0.06885000,CH3,-1.5683295680
1378,0.06890000,CH3,-1.5314150352
1379,0.06895000,CH3,-0.9876243218
1380,0.06900000,CH3,0.0566659183
1381,0.06905000,CH3,0.9502076606
1382,0.06910000,CH3,1.5651970164
1383,0.06915000,CH3,1.5502248567
1384,0.06920000,CH3,1.3531597033
1385,0.06925000,CH3,1.1400574937
1386,0.06930000,CH3,1.0336549080
1387,0.06935000,CH3,0.8470771098
1388,0.06940000,CH3,0.5792839226
1389,0.06945000,CH3,0.3092629980
1390,0.06950000,CH3,0.0099229446
1391,0.06955000,CH3,-0.2329032393
1392,0.06960000,CH3,-0.5744010803
1393,0.06965000,CH3,-0.8668445163
1394,0.06970000,CH3,-1.0933269760
1395,0.06975000,CH3,-1.1143007360
1396,0.06980000,CH3,-1.3458678133
1397,0.06985000,CH3,-1.6216873873
1398,0.06990000,CH3,-1.5413183386
1399,0.06995000,CH3,-1.0611416049
1400,0.07000000,CH3,0.0446621677
1401,0.07005000,CH3,1.0257903971
1402,0.07010000,CH3,1.5366732578
1403,0.07015000,CH3,1.5683294536
1404,0.07020000,CH3,1.3031735904
1405,0.07025000,CH3,1.1105274136
1406,0.07030000,CH3,1.0045632163
1407,0.07035000,CH3,0.8815032860
1408,0.07040000,CH3,0.6293182704
1409,0.07045000,CH3,0.2503223572
1410,0.07050000,CH3,0.0270389926
1411,0.07055000,CH3,-0.2209542751
